title,url,time_published,source,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
"Should You Buy, Sell, or Hold UiPath Stock Before Q3 Earnings?",https://www.zacks.com/stock/news/2379150/should-you-buy-sell-or-hold-uipath-stock-before-q3-earnings,2024-12-04 20:00:00,Zacks Commentary,0.139809,Neutral,"[{'ticker': 'PATH', 'relevance_score': '0.456107', 'ticker_sentiment_score': '0.171345', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TMICF', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.075671', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VRNS', 'relevance_score': '0.205225', 'ticker_sentiment_score': '0.121831', 'ticker_sentiment_label': 'Neutral'}]"
Intuitive Machine's New Deal to Boost Growth: Time to Buy LUNR Stock?,https://www.zacks.com/stock/news/2379149/intuitive-machines-new-deal-to-boost-growth-time-to-buy-lunr-stock,2024-12-04 20:00:00,Zacks Commentary,0.384732,Bullish,"[{'ticker': 'LMT', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.195681', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LUNR', 'relevance_score': '0.622414', 'ticker_sentiment_score': '0.601917', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TDG', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.195681', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LDOS', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.195681', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Are Options Traders Betting on a Big Move in Doximity  ( DOCS )  Stock?,https://www.zacks.com/stock/news/2379156/are-options-traders-betting-on-a-big-move-in-doximity-docs-stock,2024-12-04 20:01:00,Zacks Commentary,0.081052,Neutral,"[{'ticker': 'DOCS', 'relevance_score': '0.555911', 'ticker_sentiment_score': '0.125007', 'ticker_sentiment_label': 'Neutral'}]"
"2024 Was World's Taylor Swift Era Once Again: Spotify Reveals Top Artists, Songs, Albums, Podcasts - Spotify Technology  ( NYSE:SPOT ) ",https://www.benzinga.com/general/entertainment/24/12/42325116/2024-was-worlds-taylor-swift-era-once-again-spotify-reveals-top-artists-songs-albums-podcas,2024-12-04 20:11:23,Benzinga,0.365217,Bullish,"[{'ticker': 'SNEJF', 'relevance_score': '0.273807', 'ticker_sentiment_score': '0.263532', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPOT', 'relevance_score': '0.800874', 'ticker_sentiment_score': '0.520807', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'WMG', 'relevance_score': '0.184598', 'ticker_sentiment_score': '0.195151', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Making Money From Crowd Stampede - Palantir Becomes Largest Defense Contractor In Blink Of An Eye - Apple  ( NASDAQ:AAPL ) ,https://www.benzinga.com/trading-ideas/24/12/42325140/making-money-from-crowd-stampede-palantir-becomes-largest-defense-contractor-in-blink-of-an-eye,2024-12-04 20:12:43,Benzinga,0.291186,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.129866', 'ticker_sentiment_score': '0.158751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.129866', 'ticker_sentiment_score': '0.158751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.129866', 'ticker_sentiment_score': '-0.318181', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NVDA', 'relevance_score': '0.129866', 'ticker_sentiment_score': '0.158751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AAPL', 'relevance_score': '0.129866', 'ticker_sentiment_score': '0.158751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.129866', 'ticker_sentiment_score': '0.158751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IVZ', 'relevance_score': '0.06515', 'ticker_sentiment_score': '0.350554', 'ticker_sentiment_label': 'Bullish'}]"
"New York Times on 'Wrong Side of History', OpenAI CEO Sam Altman Says at NYT Event",https://decrypt.co/294902/new-york-times-wrong-side-history-open-ai-sam-altman,2024-12-04 20:21:50,Decrypt.co,-0.087933,Neutral,"[{'ticker': 'MSFT', 'relevance_score': '0.070517', 'ticker_sentiment_score': '-0.195307', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'NYT', 'relevance_score': '0.574235', 'ticker_sentiment_score': '-0.258231', 'ticker_sentiment_label': 'Somewhat-Bearish'}]"
Why Is Zeta Global Stock Soaring On Wednesday? - Zeta Global Holdings  ( NYSE:ZETA ) ,https://www.benzinga.com/news/mid-cap/24/12/42325352/why-is-zeta-global-stock-soaring-on-wednesday,2024-12-04 20:23:53,Benzinga,0.427112,Bullish,"[{'ticker': 'IVZ', 'relevance_score': '0.155451', 'ticker_sentiment_score': '0.253213', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZETA', 'relevance_score': '0.443626', 'ticker_sentiment_score': '0.42743', 'ticker_sentiment_label': 'Bullish'}]"
Why Is Zeta Global Stock Soaring On Wednesday? - Zeta Global Holdings  ( NYSE:ZETA ) ,https://www.benzinga.com/24/12/42325352/zeta-global-shares-climb-as-marketing-platform-usage-soars-108-year-over-year-during-thanksgiving-to-cyber-monday,2024-12-04 20:24:00,Benzinga,0.437576,Bullish,"[{'ticker': 'IVZ', 'relevance_score': '0.167322', 'ticker_sentiment_score': '0.265072', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZETA', 'relevance_score': '0.47379', 'ticker_sentiment_score': '0.44382', 'ticker_sentiment_label': 'Bullish'}]"
FG&A RAILROAD WORKERS RATIFY FIRST CONTRACT,https://www.benzinga.com/pressreleases/24/12/n42325485/fg-a-railroad-workers-ratify-first-contract,2024-12-04 20:35:00,Benzinga,0.164962,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.136888', 'ticker_sentiment_score': '0.055242', 'ticker_sentiment_label': 'Neutral'}]"
Roku Shares Are On The Rise Today: What You Need To Know - Roku  ( NASDAQ:ROKU ) ,https://www.benzinga.com/trading-ideas/movers/24/12/42325582/roku-shares-are-on-the-rise-today-what-you-need-to-know,2024-12-04 20:38:07,Benzinga,0.234511,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.097216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSNLF', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.097216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.097216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROKU', 'relevance_score': '0.776097', 'ticker_sentiment_score': '0.35388', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TTD', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.097216', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.107495', 'ticker_sentiment_score': '0.097216', 'ticker_sentiment_label': 'Neutral'}]"
"ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages Zeta Global Holdings Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - ZETA - Zeta Global Holdings  ( NYSE:ZETA ) ",https://www.benzinga.com/pressreleases/24/12/g42325599/rosen-a-global-and-leading-law-firm-encourages-zeta-global-holdings-corp-investors-to-secure-couns,2024-12-04 20:39:00,Benzinga,0.187472,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.060541', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ZETA', 'relevance_score': '0.180236', 'ticker_sentiment_score': '0.196164', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Why Atlassian Surged Today,https://www.fool.com/investing/2024/12/04/why-atlassian-surged-today/,2024-12-04 20:46:48,Motley Fool,0.255663,Somewhat-Bullish,"[{'ticker': 'TEAM', 'relevance_score': '0.951371', 'ticker_sentiment_score': '0.415598', 'ticker_sentiment_label': 'Bullish'}]"
Canadian Citizen Sentenced To Life In Dubai Prison For Possession Of Medical Marijuana,https://www.benzinga.com/24/12/42325714/medical-marijuana-patient-from-canada-is-facing-a-life-sentence-in-a-dubai-prison-over-his-medicine,2024-12-04 20:49:33,Benzinga,-0.219326,Somewhat-Bearish,"[{'ticker': 'MJNA', 'relevance_score': '0.164656', 'ticker_sentiment_score': '-0.119223', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.055236', 'ticker_sentiment_score': '0.333004', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Unpacking the Latest Options Trading Trends in Cisco Systems - Cisco Systems  ( NASDAQ:CSCO ) ,https://www.benzinga.com/insights/options/24/12/42325819/unpacking-the-latest-options-trading-trends-in-cisco-systems,2024-12-04 20:57:32,Benzinga,0.177054,Somewhat-Bullish,"[{'ticker': 'C', 'relevance_score': '0.070725', 'ticker_sentiment_score': '0.062704', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CSCO', 'relevance_score': '0.81693', 'ticker_sentiment_score': '0.239169', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WFC', 'relevance_score': '0.070725', 'ticker_sentiment_score': '0.062704', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.070725', 'ticker_sentiment_score': '0.062704', 'ticker_sentiment_label': 'Neutral'}]"
"Five Below, Inc. Names Winnie Park Chief Executive Officer - Five Below  ( NASDAQ:FIVE ) ",https://www.benzinga.com/pressreleases/24/12/g42325969/five-below-inc-names-winnie-park-chief-executive-officer,2024-12-04 21:01:00,Benzinga,0.252749,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.024347', 'ticker_sentiment_score': '0.305986', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FIVE', 'relevance_score': '0.285803', 'ticker_sentiment_score': '0.500028', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'RBLX', 'relevance_score': '0.024347', 'ticker_sentiment_score': '0.107169', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DLTR', 'relevance_score': '0.024347', 'ticker_sentiment_score': '0.107169', 'ticker_sentiment_label': 'Neutral'}]"
Acutus Medical Announces Operational Downsizing - Acutus Medical  ( OTC:AFIB ) ,https://www.benzinga.com/pressreleases/24/12/g42325968/acutus-medical-announces-operational-downsizing,2024-12-04 21:01:00,Benzinga,0.172178,Somewhat-Bullish,"[{'ticker': 'MDT', 'relevance_score': '0.624636', 'ticker_sentiment_score': '0.290985', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.037213', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Treace Announces First Cases Utilizing RedPoint™ Intelliguide™ Patient Specific Instrumentation with the Adductoplasty® System for Correction of Midfoot Deformities - Treace Medical Concepts  ( NASDAQ:TMCI ) ,https://www.benzinga.com/pressreleases/24/12/g42326556/treace-announces-first-cases-utilizing-redpoint-intelliguide-patient-specific-instrumentation-with,2024-12-04 21:15:00,Benzinga,0.224835,Somewhat-Bullish,"[{'ticker': 'TMCI', 'relevance_score': '0.258351', 'ticker_sentiment_score': '0.219965', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.05257', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
SAIC Board of Directors Declares Cash Dividend,https://www.globenewswire.com/news-release/2024/12/04/2991939/0/en/SAIC-Board-of-Directors-Declares-Cash-Dividend.html,2024-12-04 21:19:00,GlobeNewswire,0.252223,Somewhat-Bullish,"[{'ticker': 'SAIC', 'relevance_score': '0.54816', 'ticker_sentiment_score': '0.348808', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
SAIC Board of Directors Declares Cash Dividend - Science Applications Intl  ( NASDAQ:SAIC ) ,https://www.benzinga.com/pressreleases/24/12/g42326841/saic-board-of-directors-declares-cash-dividend,2024-12-04 21:19:50,Benzinga,0.272326,Somewhat-Bullish,"[{'ticker': 'SAIC', 'relevance_score': '0.507107', 'ticker_sentiment_score': '0.33154', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Best Sewing Tools  ( 2024 ) : Madam Sew Recognized as Top Sewing Tools Store by Expert Consumers,https://www.benzinga.com/pressreleases/24/12/g42327137/best-sewing-tools-2024-madam-sew-recognized-as-top-sewing-tools-store-by-expert-consumers,2024-12-04 21:27:55,Benzinga,0.538933,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.068306', 'ticker_sentiment_score': '0.251406', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.068306', 'ticker_sentiment_score': '0.363739', 'ticker_sentiment_label': 'Bullish'}]"
"Top Stock Reports for Amgen, Eaton & Enzo Biochem",https://www.zacks.com/research-daily/2378713/top-stock-reports-for-amgen-eaton-enzo-biochem,2024-12-04 21:28:00,Zacks Commentary,0.153729,Somewhat-Bullish,"[{'ticker': 'ENZ', 'relevance_score': '0.121037', 'ticker_sentiment_score': '0.099945', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.239305', 'ticker_sentiment_score': '0.270183', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMGN', 'relevance_score': '0.180685', 'ticker_sentiment_score': '0.153211', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ETN', 'relevance_score': '0.180685', 'ticker_sentiment_score': '0.164712', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
What's Going On With SentinelOne Stock After Hours? - SentinelOne  ( NYSE:S ) ,https://www.benzinga.com/news/earnings/24/12/42327667/whats-going-on-with-sentinelone-stock-after-hours,2024-12-04 21:40:39,Benzinga,0.217379,Somewhat-Bullish,"[{'ticker': 'S', 'relevance_score': '0.673107', 'ticker_sentiment_score': '0.14708', 'ticker_sentiment_label': 'Neutral'}]"
"Joint Stock Company Kaspi.kz Announcement: If You Have Suffered Losses in Joint Stock Company Kaspi.kz  ( NASDAQ: KSPI ) , You Are Encouraged to Contact The Rosen Law Firm About Your Rights - Kaspi.kz  ( NASDAQ:KSPI ) ",https://www.benzinga.com/pressreleases/24/12/g42327776/joint-stock-company-kaspi-kz-announcement-if-you-have-suffered-losses-in-joint-stock-company-kaspi,2024-12-04 21:41:00,Benzinga,0.086157,Neutral,"[{'ticker': 'META', 'relevance_score': '0.065327', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
GameAbove Entertainment Appoints Matt Shepard as CEO,https://www.benzinga.com/pressreleases/24/12/n42327897/gameabove-entertainment-appoints-matt-shepard-as-ceo,2024-12-04 21:44:00,Benzinga,0.597793,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.059488', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.059488', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Flux Power Holdings, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - FLUX - Flux Power Holdings  ( NASDAQ:FLUX ) ",https://www.benzinga.com/pressreleases/24/12/g42327875/rosen-global-investor-counsel-encourages-flux-power-holdings-inc-investors-to-secure-counsel-befor,2024-12-04 21:44:00,Benzinga,0.143273,Neutral,"[{'ticker': 'FLUX', 'relevance_score': '0.428632', 'ticker_sentiment_score': '0.035397', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.056407', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Here's Why Snowflake Stock Soared 52% Last Month,https://www.fool.com/investing/2024/12/04/heres-why-snowflake-stock-soared-52-last-month/,2024-12-04 21:45:00,Motley Fool,0.238093,Somewhat-Bullish,"[{'ticker': 'SNOW', 'relevance_score': '0.411848', 'ticker_sentiment_score': '0.304793', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPGI', 'relevance_score': '0.086245', 'ticker_sentiment_score': '0.103866', 'ticker_sentiment_label': 'Neutral'}]"
"3 Top Ranked Stocks on the Verge of a Breakout  ( VST, FTNT, ZM ) ",https://www.zacks.com/commentary/2379174/3-top-ranked-stocks-on-the-verge-of-a-breakout-vst-ftnt-zm,2024-12-04 21:52:00,Zacks Commentary,0.432894,Bullish,"[{'ticker': 'FTNT', 'relevance_score': '0.342262', 'ticker_sentiment_score': '0.500307', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'VST', 'relevance_score': '0.295867', 'ticker_sentiment_score': '0.413878', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'ZM', 'relevance_score': '0.295867', 'ticker_sentiment_score': '0.401534', 'ticker_sentiment_label': 'Bullish'}]"
"Bitcoin, Ethereum, Dogecoin Recover From Mid-Day Slump, Close Day Strong On Powell's 'Digital Gold' Remarks",https://www.benzinga.com/markets/cryptocurrency/24/12/42328081/bitcoin-ethereum-dogecoin-recover-from-mid-day-slump-close-day-strong-on-powells-digital-g,2024-12-04 21:53:59,Benzinga,0.181559,Somewhat-Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.7887', 'ticker_sentiment_score': '0.28763', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CRYPTO:ETH', 'relevance_score': '0.110462', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Jupiter Neurosciences, Inc. Announces Closing of $11 million Initial Public Offering",https://www.globenewswire.com/news-release/2024/12/04/2991956/0/en/Jupiter-Neurosciences-Inc-Announces-Closing-of-11-million-Initial-Public-Offering.html,2024-12-04 21:56:00,GlobeNewswire,0.201118,Somewhat-Bullish,"[{'ticker': 'DOMH', 'relevance_score': '0.169676', 'ticker_sentiment_score': '0.276966', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
Here's Why This Nuclear Energy Stock Soared in November,https://www.fool.com/investing/2024/12/04/heres-why-this-nuclear-energy-stock-soared-in-nove/,2024-12-04 22:00:14,Motley Fool,0.401665,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.092213', 'ticker_sentiment_score': '0.299596', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GOOG', 'relevance_score': '0.092213', 'ticker_sentiment_score': '0.299596', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SPGI', 'relevance_score': '0.092213', 'ticker_sentiment_score': '0.23774', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CCJ', 'relevance_score': '0.582526', 'ticker_sentiment_score': '0.527817', 'ticker_sentiment_label': 'Bullish'}]"
Can the Rally in Amazon's Stock Continue with New Powerful AI Chip?,https://www.zacks.com/commentary/2379170/can-the-rally-in-amazons-stock-continue-with-new-powerful-ai-chip,2024-12-04 22:04:00,Zacks Commentary,0.34699,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.159043', 'ticker_sentiment_score': '0.172537', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMZN', 'relevance_score': '0.517534', 'ticker_sentiment_score': '0.310352', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"AILE DEADLINE ALERT: ROSEN, LEADING INVESTOR COUNSEL, Encourages iLearningEngines, Inc. Investors to Secure Counsel Before Important December 6 Deadline in Securities Class Action - AILE - iLearningEngines  ( NASDAQ:AILE ) ",https://www.benzinga.com/pressreleases/24/12/g42328621/aile-deadline-alert-rosen-leading-investor-counsel-encourages-ilearningengines-inc-investors-to-se,2024-12-04 22:13:00,Benzinga,0.164735,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.064623', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AILE', 'relevance_score': '0.483434', 'ticker_sentiment_score': '0.054534', 'ticker_sentiment_label': 'Neutral'}]"
Synopsys  ( SNPS )  Q4 Earnings and Revenues Top Estimates,https://www.zacks.com/stock/news/2379177/synopsys-snps-q4-earnings-and-revenues-top-estimates,2024-12-04 22:15:07,Zacks Commentary,0.155085,Somewhat-Bullish,"[{'ticker': 'SNPS', 'relevance_score': '0.400265', 'ticker_sentiment_score': '0.140492', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SLP', 'relevance_score': '0.20698', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
"Synopsys Q4 Earnings: Revenue Beat, EPS Beat, Soft Guidance, Expanding Opportunities Powered By 'AI-Driven Reinvention Of Compute' - Synopsys  ( NASDAQ:SNPS ) ",https://www.benzinga.com/news/earnings/24/12/42328693/synopsys-q4-earnings-revenue-beat-eps-beat-soft-guidance-expanding-opportunities-powered-by-ai-driv,2024-12-04 22:17:41,Benzinga,0.254448,Somewhat-Bullish,"[{'ticker': 'SNPS', 'relevance_score': '0.871674', 'ticker_sentiment_score': '0.302196', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ANSS', 'relevance_score': '0.217834', 'ticker_sentiment_score': '0.17162', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
SentinelOne  ( S )  Reports Break-Even Earnings for Q3,https://www.zacks.com/stock/news/2379183/sentinelone-s-reports-break-even-earnings-for-q3,2024-12-04 22:25:04,Zacks Commentary,0.146002,Neutral,"[{'ticker': 'ACN', 'relevance_score': '0.140896', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'S', 'relevance_score': '0.342803', 'ticker_sentiment_score': '0.143195', 'ticker_sentiment_label': 'Neutral'}]"
Sprinklr  ( CXM )  Beats Q3 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2379181/sprinklr-cxm-beats-q3-earnings-and-revenue-estimates,2024-12-04 22:25:04,Zacks Commentary,0.159575,Somewhat-Bullish,"[{'ticker': 'YEXT', 'relevance_score': '0.140485', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
NCino  ( NCNO )  Beats Q3 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2379182/ncino-ncno-beats-q3-earnings-and-revenue-estimates,2024-12-04 22:25:04,Zacks Commentary,0.159567,Somewhat-Bullish,"[{'ticker': 'NCNO', 'relevance_score': '0.404563', 'ticker_sentiment_score': '0.175247', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'IOT', 'relevance_score': '0.209365', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Ooma  ( OOMA )  Surpasses Q3 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2379188/ooma-ooma-surpasses-q3-earnings-and-revenue-estimates,2024-12-04 22:30:03,Zacks Commentary,0.164138,Somewhat-Bullish,"[{'ticker': 'OOMA', 'relevance_score': '0.393977', 'ticker_sentiment_score': '0.205751', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ASYS', 'relevance_score': '0.2035', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]"
Verint Systems  ( VRNT )  Beats Q3 Earnings and Revenue Estimates,https://www.zacks.com/stock/news/2379187/verint-systems-vrnt-beats-q3-earnings-and-revenue-estimates,2024-12-04 22:30:04,Zacks Commentary,0.15498,Somewhat-Bullish,"[{'ticker': 'ADBE', 'relevance_score': '0.205807', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VRNT', 'relevance_score': '0.138066', 'ticker_sentiment_score': '0.095608', 'ticker_sentiment_label': 'Neutral'}]"
"EW DEADLINE ALERT: ROSEN, SKILLED INVESTOR COUNSEL, Encourages Edwards Lifesciences Corporation Investors to Secure Counsel Before Important December 13 Deadline in Securities Class Action - EW - Edwards Lifesciences  ( NYSE:EW ) ",https://www.benzinga.com/pressreleases/24/12/g42328926/ew-deadline-alert-rosen-skilled-investor-counsel-encourages-edwards-lifesciences-corporation-inves,2024-12-04 22:31:00,Benzinga,0.236402,Somewhat-Bullish,"[{'ticker': 'META', 'relevance_score': '0.06211', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EW', 'relevance_score': '0.123844', 'ticker_sentiment_score': '0.149498', 'ticker_sentiment_label': 'Neutral'}]"
ArrowMark Financial Corp. Announces Special Distribution of $0.20 and Regular Cash Distribution of $0.45 per Share for the Fourth Quarter 2024,https://www.globenewswire.com/news-release/2024/12/04/2991974/0/en/ArrowMark-Financial-Corp-Announces-Special-Distribution-of-0-20-and-Regular-Cash-Distribution-of-0-45-per-Share-for-the-Fourth-Quarter-2024.html,2024-12-04 22:32:00,GlobeNewswire,0.124949,Neutral,"[{'ticker': 'BANX', 'relevance_score': '0.756917', 'ticker_sentiment_score': '0.1764', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages TMC the metals company Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - TMC - TMC Metals  ( NASDAQ:TMC ) ",https://www.benzinga.com/pressreleases/24/12/g42329180/rosen-global-investor-counsel-encourages-tmc-the-metals-company-inc-investors-to-secure-counsel-be,2024-12-04 22:48:00,Benzinga,0.108087,Neutral,"[{'ticker': 'META', 'relevance_score': '0.06211', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROYIF', 'relevance_score': '0.06211', 'ticker_sentiment_score': '-0.198656', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'TMC', 'relevance_score': '0.414559', 'ticker_sentiment_score': '-0.097574', 'ticker_sentiment_label': 'Neutral'}]"
"Fed Chair Jerome Powell Likens Bitcoin to Gold, Says It's Not Dollar Rival",https://decrypt.co/294915/jerome-powell-likens-bitcoin-gold,2024-12-04 22:55:24,Decrypt.co,0.136048,Neutral,"[{'ticker': 'NYT', 'relevance_score': '0.203215', 'ticker_sentiment_score': '0.082837', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.102449', 'ticker_sentiment_score': '0.187985', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.102449', 'ticker_sentiment_score': '0.187985', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NVDA', 'relevance_score': '0.102449', 'ticker_sentiment_score': '0.187985', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:USD', 'relevance_score': '0.3007', 'ticker_sentiment_score': '0.144808', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRYPTO:BTC', 'relevance_score': '0.877669', 'ticker_sentiment_score': '0.334414', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
